bodyType,brand,car_url,color,complectation_dict,description,engineDisplacement,enginePower,equipment_dict,fuelType,image,mileage,modelDate,model_info,model_name,name,numberOfDoors,parsing_unixtime,price,priceCurrency,productionDate,sell_id,super_gen,vehicleConfiguration,vehicleTransmission,vendor,Владельцы,Владение,ПТС,Привод,Руль,Состояние,Таможня
седан,HONDA,https://auto.ru/cars/used/sale/honda/civic/1101414956-90083b0b/,синий,"{""id"":""2410053"",""name"":""Executive"",""available_options"":[""cruise-control"",""airbag-passenger"",""lock"",""electro-mirrors"",""mirrors-heat"",""computer"",""seat-transformation"",""wheel-power"",""fabric-seats"",""airbag-side"",""abs"",""climate-control-1"",""esp"",""audiopreparation"",""electro-window-back"",""condition"",""music-super"",""airbag-driver"",""electro-window-front"",""ptf"",""front-seats-heat"",""wheel-configuration2"",""wheel-configuration1"",""immo""]}","Перекупы, перепродавцы, подборщики для продажи, автосалоны, стоянки НЕ ЗВОНИТЕ, спасибо. Продажа только с полным переоформлением. 
Абсолютно никуда не тороплюсь с продажей. Торг только у капота.

- Я 4ый собственник, вписан в птс\стс.
- Замена масла и всех фильтров каждый 7.5-8.5т.км (Только idemitsu 5w30 ZEPRO)
- Обслуживался в основном у опытных людей (Паша из civic club spb, westgate)
- Пробег смотан вторым владельцем (около 60-65 т.км) поэтому реальный около 260 т.км, пробьете по базам увидите. По запросу вышлю вин или гос.номер.
- Крашены оба задних крыла+пороги+бампера, насчет остального точно не знаю.
- Были маленькие дтп у предыдущего хозяина на парковке. Вся безопасность на месте и родная. (Ездил к официалам на отзывную компанию по подушкам меняли пиропатроны, все подушки родные)

Теперь по обслуживанию
На 187 т.км (вроде, точно не помню) 
- регулировались клапана в westgate, прокладка стоит victor-rainz.
- Заменена передняя ходовая (Аморты, пружины(+задние), опоры+опорные подшибники, стойки стаба и т.д.)
- Ремонт правого суппорта с заменой колодок.
- Рулевые наконечники + Сход-развал
- Переварен частично правый порог.
- Заменены все 4 катушки
На 190 т.км только замена масла.
На 197 т.км масло
- Переборка двух задних суппортов с заменой дисков и колодок
- Ремонт левого привода.
- Переборка стартера
Новая летняя резина Yokohama BluEarth-A AE-50 91W (проехал на ней около 5т.км)
Зимняя есть, протектор хороший, шипов мало.

- Нужно поменять масло.
- Через 10-15 т.км поменять передние тормозные диски с колодками.
- Застучала рейка, надо купить ремкомплект с крестовиной или перебрать целиком.

Если остались вопросы пишите, звоните.
",1.8 LTR,140 N12,"{""cruise-control"":true,""asr"":true,""tinted-glass"":true,""esp"":true,""airbag-driver"":true,""aux"":true,""electro-window-front"":true,""multi-wheel"":true,""spare-wheel"":true,""ashtray-and-cigarette-lighter"":true,""airbag-curtain"":true,""passenger-seat-updown"":true,""airbag-passenger"":true,""front-centre-armrest"":true,""vsm"":true,""computer"":true,""seat-transformation"":true,""wheel-power"":true,""lock"":true,""fabric-seats"":true,""electro-mirrors"":true,""activ-suspension"":true,""steering-wheel-gear-shift-paddles"":true,""airbag-rear-side"":true,""electro-window-back"":true,""alloy-wheel-disks"":true,""leather-gear-stick"":true,""ptf"":true,""airbag-side"":true,""mirrors-heat"":true,""17-inch-wheels"":true,""folding-front-passenger-seat"":true,""electronic-gage-panel"":true,""abs"":true,""front-seats-heat"":true,""power-child-locks-rear-doors"":true,""wheel-configuration2"":true,""wheel-leather"":true,""wheel-configuration1"":true,""immo"":true,""climate-control-1"":true,""auto-mirrors"":true,""music-super"":true,""12v-socket"":true,""third-rear-headrest"":true}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/2179989/92a7cdbb22eb491152815811392eb79f/320x240,:203000,2005.0,"{""code"":""CIVIC"",""name"":""Civic"",""ru_name"":""Цивик"",""morphology"":{}",CIVIC,1.8 AT (140 л.с.),4.0,1607953022.0,400000.0,RUB,2008,1101414956,"{""id"":""2306765"",""name"":""VIII"",""ru_name"":""8"",""year_from"":2005,""year_to"":2008,""price_segment"":""MEDIUM""}",SEDAN AUTOMATIC 1.8,автоматическая,JAPANESE,3 или более,1 год и 3 месяца,Оригинал,передний,Левый,Не требует ремонта,Растаможен
хэтчбек 5 дв.,HONDA,https://auto.ru/cars/used/sale/honda/civic/1101840396-3154b6c3/,чёрный,"{""id"":""0""}","Автомобиль на полном, бодром ходу, на данный момент заменяю бампер на рейсталинговый от тайп р, все обвесы и спойлер от тайп р, на дороге все путают пока не видят что есть ссади двери :)
Вложено кучу времени и денег в эту машину, заменил все что можно.
Сделана полная шумка
 2000км назад заменил все тормоза, стоят как с завода(даже лучше).
Можете поднять её и осмотреть всю(за ваш счёт) 
Масло каждые 10 тыщ км...
Машина была куплена в автокредит, если вас устроит машина, вы покупаете. я сразу гашу автокредит, и вместе едем с вами ставим машину на учет, все просто.
Причина продажи: хочу себе купить машину повместительней. Всё вопросы по телефону или в чат.
Минимальный торг у капота.
Или же есть вариант ваша машина, желательно универсал по кузову и меньше сумма...
Если не отвечаю, пишите тут отвечу",1.8 LTR,140 N12,"{""cruise-control"":true,""asr"":true,""tinted-glass"":true,""esp"":true,""usb"":true,""e-adjustment-wheel"":true,""audiopreparation"":true,""xenon"":true,""ashtray-and-cigarette-lighter"":true,""airbag-passenger"":true,""front-centre-armrest"":true,""front-seat-support"":true,""lock"":true,""door-sill-panel"":true,""servo"":true,""electro-mirrors"":true,""drl"":true,""steering-wheel-gear-shift-paddles"":true,""electro-window-back"":true,""reduce-spare-wheel"":true,""16-inch-wheels"":true,""mirrors-heat"":true,""folding-front-passenger-seat"":true,""leather"":true,""park-assist-r"":true,""airbag-driver"":true,""electro-window-front"":true,""airbag-curtain"":true,""passenger-seat-updown"":true,""computer"":true,""seat-transformation"":true,""alarm"":true,""light-cleaner"":true,""airbag-rear-side"":true,""alloy-wheel-disks"":true,""ptf"":true,""rain-sensor"":true,""airbag-side"":true,""panorama-roof"":true,""abs"":true,""front-seats-heat"":true,""power-child-locks-rear-doors"":true,""wheel-leather"":true,""climate-control-2"":true,""auto-mirrors"":true,""12v-socket"":true,""third-rear-headrest"":true}",бензин,https://autoru.naydex.net/uAu8Tk450/04d75bD5/-ZIcFFlnjCmyBAga2Ga8oRg0iF73fKV963cpivedcymvJmJn7oYou1omMDXBi8sSLKghF0KQqLXorAYIO78l_b32HUT44xxdhyBIK8k3PER5VXne02nQCW4S7J6wnvFq-dWBxYzle31rV5BBwH9_RKpZV1MGQvy0r0vRinveYrpg#DSD,:216000,2008.0,"{""code"":""CIVIC"",""name"":""Civic"",""ru_name"":""Цивик"",""morphology"":{}",CIVIC,AMT 1.8 AMT (140 л.с.),5.0,1607953024.0,430000.0,RUB,2008,1101840396,"{""id"":""4569475"",""name"":""VIII Рестайлинг"",""year_from"":2008,""year_to"":2011,""price_segment"":""MEDIUM""}",HATCHBACK_5_DOORS ROBOT 1.8,роботизированная,JAPANESE,3 или более,7 месяцев,Дубликат,передний,Левый,Не требует ремонта,Растаможен
седан,HONDA,https://auto.ru/cars/used/sale/honda/accord/1101632205-c46e3ad6/,чёрный,"{""id"":""0""}","Продаю верного друга!
Авто в хорошем состоянии, работает абсолютно все. Своевременное обслуживание. В силу своего возраста есть недочеты по кузову( не криминал).
Владею авто с 2016 года.
Звоните , более детально расскажу по телефону.
Место осмотра по договоренности. Торг
 ",2.4 LTR,201 N12,"{""cruise-control"":true,""asr"":true,""tinted-glass"":true,""esp"":true,""usb"":true,""multi-wheel"":true,""xenon"":true,""ashtray-and-cigarette-lighter"":true,""airbag-passenger"":true,""front-centre-armrest"":true,""lock"":true,""door-sill-panel"":true,""electro-mirrors"":true,""steering-wheel-gear-shift-paddles"":true,""electro-window-back"":true,""18-inch-wheels"":true,""mirrors-heat"":true,""hatch"":true,""park-assist-f"":true,""dark-interior"":true,""seat-memory"":true,""leather"":true,""driver-seat-updown"":true,""music-super"":true,""park-assist-r"":true,""engine-proof"":true,""airbag-driver"":true,""electro-window-front"":true,""light-sensor"":true,""automatic-lighting-control"":true,""airbag-curtain"":true,""computer"":true,""seat-transformation"":true,""wheel-power"":true,""passenger-seat-electric"":true,""light-cleaner"":true,""airbag-rear-side"":true,""alloy-wheel-disks"":true,""leather-gear-stick"":true,""ptf"":true,""rain-sensor"":true,""airbag-side"":true,""abs"":true,""power-child-locks-rear-doors"":true,""front-seats-heat"":true,""wheel-leather"":true,""climate-control-2"":true,""auto-mirrors"":true,""third-rear-headrest"":true}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/4266363/a2377ee0ecf4067acda5f2495f53255e/320x240,:245000,2007.0,"{""code"":""ACCORD"",""name"":""Accord"",""ru_name"":""Аккорд"",""morphology"":{}",ACCORD,2.4 AT (201 л.с.),4.0,1607953025.0,600000.0,RUB,2008,1101632205,"{""id"":""2306796"",""name"":""VIII"",""ru_name"":""8"",""year_from"":2007,""year_to"":2011,""price_segment"":""MEDIUM""}",SEDAN AUTOMATIC 2.4,автоматическая,JAPANESE,3 или более,,Дубликат,передний,Левый,Не требует ремонта,Растаможен
седан,HONDA,https://auto.ru/cars/used/sale/honda/civic/1101425588-d9f67a60/,серебристый,"{""id"":""0""}","Продаётся верный и надежный автомобиль,в хорошем состоянии,надежный цепной мотор и неубиваемый автомат,двигатель масло не ест,ни капли,автомат не пинается,не бьет,предыдущим владельцем было заменены 3 элемента кузова(переднее левое крыло,капот и заднее правое крыло).На этих элементах больше всего присутствует коррозия,но критично только заднее крыло,там сквозное отверстие в багажник,в остальном автомобиль доставляет кучу только положительных эмоций. На все вопросы готов ответить по телефону
Уважаемые торгаши,за 320 и тем более за 300 и ещё дешевле не отдам,не тратьте мое и своё время,спасибо за внимание",1.8 LTR,140 N12,"{""asr"":true,""tinted-glass"":true,""esp"":true,""airbag-driver"":true,""aux"":true,""electro-window-front"":true,""spare-wheel"":true,""audiopreparation"":true,""airbag-curtain"":true,""airbag-passenger"":true,""front-centre-armrest"":true,""computer"":true,""seat-transformation"":true,""wheel-power"":true,""lock"":true,""door-sill-panel"":true,""fabric-seats"":true,""electro-mirrors"":true,""electro-window-back"":true,""alloy-wheel-disks"":true,""airbag-side"":true,""mirrors-heat"":true,""folding-front-passenger-seat"":true,""electronic-gage-panel"":true,""driver-seat-updown"":true,""condition"":true,""abs"":true,""power-child-locks-rear-doors"":true,""front-seats-heat"":true,""wheel-configuration1"":true,""immo"":true,""light-interior"":true,""auto-mirrors"":true,""third-rear-headrest"":true}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/2155159/d92950c3262c6f2ce61cb4148e08e6ed/320x240,,2005.0,"{""code"":""CIVIC"",""name"":""Civic"",""ru_name"":""Цивик"",""morphology"":{}",CIVIC,1.8 AT (140 л.с.),4.0,1607953027.0,330000.0,RUB,2008,1101425588,"{""id"":""2306765"",""name"":""VIII"",""ru_name"":""8"",""year_from"":2005,""year_to"":2008,""price_segment"":""MEDIUM""}",SEDAN AUTOMATIC 1.8,автоматическая,JAPANESE,3 или более,,Дубликат,передний,Левый,Не требует ремонта,Растаможен
седан,HONDA,https://auto.ru/cars/used/sale/honda/accord/1085304288-141a1072/,серый,"{""id"":""0""}",Продам надёжный авто.,2.4 LTR,201 N12,{},бензин,https://avatars.mds.yandex.net/get-autoru-vos/2188776/bdb8f7184f80ce1fcd7b26b42a2513b7/320x240,:190000,2007.0,"{""code"":""ACCORD"",""name"":""Accord"",""ru_name"":""Аккорд"",""morphology"":{}",ACCORD,2.4 AT (201 л.с.),4.0,1607953028.0,700000.0,RUB,2008,1085304288,"{""id"":""2306796"",""name"":""VIII"",""ru_name"":""8"",""year_from"":2007,""year_to"":2011,""price_segment"":""MEDIUM""}",SEDAN AUTOMATIC 2.4,автоматическая,JAPANESE,2 владельца,,Оригинал,передний,Левый,Не требует ремонта,Растаможен
хэтчбек 5 дв.,HONDA,https://auto.ru/cars/used/sale/honda/civic/1101816265-7046e0bf/,чёрный,"{""id"":""0""}","Автомобиль на ходу. По днищу сзади хорошенько подустал. Домкратить не рекомендуется! Однако сам поднимал под переднюю ось и задние рычаги успешно. 
Так же из минусов: задние суппорта скребут диски (имеются новые задние диски и ремкомплект для суппорта), некоторые рычаги отпали, (несколько было приварено обратно), не открывается багажник, сломана ручка водительской двери и задней пассажирской правой, через раз включается магнитола,(отходит провод питания, в комплект отдаю ещё одну рабочую магнитолу), разбита передняя левая фара, печка работает через раз. Требуется замена колодок. (Новые куплены)
За полтора года пользования были поменяны: все свечи, масло, прокладка ГБЦ, проводка на бензонасос(11.2020), установлен новый глушитель(07.2020), новый аккумулятор(06.2019), поменян левый задний подшипник, тормозной шланг(08.2020), подключены заново все четыре колонки. 
Имеется шумо/вибро изоляция 
Предыдущим владельцем переварены пороги. 
Езжу на ней несколько раз в неделю. 

",1.6 LTR,113 N12,"{""electro-window-back"":true,""tinted-glass"":true,""airbag-driver"":true,""usb"":true,""aux"":true,""electro-window-front"":true,""folding-front-passenger-seat"":true,""ashtray-and-cigarette-lighter"":true,""airbag-passenger"":true,""front-centre-armrest"":true,""abs"":true,""front-seats-heat"":true,""seat-transformation"":true,""wheel-power"":true,""wheel-configuration1"":true,""14-inch-wheels"":true,""fabric-seats"":true,""electro-mirrors"":true}",бензин,https://autoru.naydex.net/uAu8Tk450/04d75bD5/-ZIcFFlnjCmyBAga2Ga8oRg0iF73fKV963cpivedcymvJmJn7oYou1omMDXBi8tCzNjRd0JwzfDYrOYdXuowPZiWaLTYhilo8lVoPvkCfFRMZSnr02nQCW4S7J6wnvFq-dWBxYzle31rV5BBwH9_RKpZV1MGQvy0r0vRinveYrpg#DSD,:400000,1991.0,"{""code"":""CIVIC"",""name"":""Civic"",""ru_name"":""Цивик"",""morphology"":{}",CIVIC,1.6 MT (113 л.с.),5.0,1607953030.0,50000.0,RUB,1996,1101816265,"{""id"":""3483479"",""name"":""V"",""ru_name"":""5"",""year_from"":1991,""year_to"":1997,""price_segment"":""MEDIUM""}",HATCHBACK_5_DOORS MECHANICAL 1.6,механическая,JAPANESE,3 или более,,Дубликат,передний,Левый,Не требует ремонта,Растаможен
седан,HONDA,https://auto.ru/cars/used/sale/honda/accord/1101872399-5ede3916/,чёрный,"{""id"":""0""}","Очень понравился, но покатался не долго. Кое какие личности решили что стоит походить пешочком )) а чтоб авто стоял мертвым грузом не хочется.",2.4 LTR,201 N12,"{""cruise-control"":true,""asr"":true,""tinted-glass"":true,""airbag-driver"":true,""usb"":true,""aux"":true,""electro-window-front"":true,""light-sensor"":true,""xenon"":true,""airbag-passenger"":true,""computer"":true,""seat-transformation"":true,""wheel-power"":true,""passenger-seat-electric"":true,""lock"":true,""light-cleaner"":true,""electro-mirrors"":true,""electro-window-back"":true,""ptf"":true,""leather-gear-stick"":true,""rain-sensor"":true,""airbag-side"":true,""mirrors-heat"":true,""hatch"":true,""17-inch-wheels"":true,""dark-interior"":true,""audiosystem-cd"":true,""leather"":true,""driver-seat-updown"":true,""abs"":true,""front-seats-heat"":true,""wheel-configuration2"":true,""wheel-leather"":true,""immo"":true,""climate-control-2"":true,""auto-mirrors"":true,""park-assist-r"":true}",бензин,https://autoru.naydex.net/uAu8Tk450/04d75bD5/-ZIcFFlnjCmyBAga2Ga8oRg0iF73fKV963cpivedcymvJmJn7oYou1omMDXBi8tCzNjRd0c12IW4ySNNG99VaOiWTXRog1mo5xUIbsw3CRQZRSz7k2nQCW4S7J6wnvFq-dWBxYzle31rV5BBwH9_RKpZV1MGQvy0r0vRinveYrpg#DSD,:213000,2007.0,"{""code"":""ACCORD"",""name"":""Accord"",""ru_name"":""Аккорд"",""morphology"":{}",ACCORD,2.4 AT (201 л.с.),4.0,1607953032.0,650000.0,RUB,2008,1101872399,"{""id"":""2306796"",""name"":""VIII"",""ru_name"":""8"",""year_from"":2007,""year_to"":2011,""price_segment"":""MEDIUM""}",SEDAN AUTOMATIC 2.4,автоматическая,JAPANESE,3 или более,,Дубликат,передний,Левый,Не требует ремонта,Растаможен
хэтчбек 5 дв.,HONDA,https://auto.ru/cars/used/sale/honda/civic/1097617966-51d8c928/,чёрный,"{""id"":""0""}",Торг при осмотре!,1.8 LTR,140 N12,{},бензин,https://avatars.mds.yandex.net/get-autoru-vos/2129093/ca95df18d93f2009ef0c49b49f179a41/320x240,:188800,2008.0,"{""code"":""CIVIC"",""name"":""Civic"",""ru_name"":""Цивик"",""morphology"":{}",CIVIC,1.8 AT (140 л.с.),5.0,1607953033.0,600000.0,RUB,2011,1097617966,"{""id"":""4569475"",""name"":""VIII Рестайлинг"",""year_from"":2008,""year_to"":2011,""price_segment"":""MEDIUM""}",HATCHBACK_5_DOORS AUTOMATIC 1.8,автоматическая,JAPANESE,2 владельца,,Оригинал,передний,Левый,Не требует ремонта,Растаможен
внедорожник 5 дв.,HONDA,https://auto.ru/cars/used/sale/honda/cr_v/1101414008-db72ed4c/,серый,"{""id"":""0""}","ХОНДА!!! этим все сказана. На данный момент все обслужено. Только звонить, если не ответил еще раз наберите, живу загородом.
Установлен газ 4-го поколения, экономия в два раза, есть все документы но не регистрировал.
Не замученное Авто в хорошем состоянии, средняя цена по статистике 761т.р., цена лучшая с учетом бонусом газовая установка. 
Все помощники и торгаши мимо. Срочности в продаже нет. 
Летняя еще на один сезон хватит, плюс 5-е колесо летнее новое в подарок.",2.0 LTR,150 N12,"{""engine-proof"":true,""cruise-control"":true,""asr"":true,""tinted-glass"":true,""esp"":true,""airbag-driver"":true,""aux"":true,""usb"":true,""isofix"":true,""electro-window-front"":true,""multi-wheel"":true,""audiopreparation"":true,""ashtray-and-cigarette-lighter"":true,""airbag-passenger"":true,""computer"":true,""roof-rails"":true,""seat-transformation"":true,""wheel-power"":true,""alarm"":true,""lock"":true,""light-cleaner"":true,""electro-mirrors"":true,""electro-window-back"":true,""alloy-wheel-disks"":true,""ptf"":true,""leather-gear-stick"":true,""reduce-spare-wheel"":true,""airbag-side"":true,""mirrors-heat"":true,""turnbuckle"":true,""driver-seat-updown"":true,""condition"":true,""abs"":true,""front-seats-heat"":true,""gbo"":true,""wheel-leather"":true,""wheel-configuration2"":true,""wheel-configuration1"":true,""auto-mirrors"":true,""park-assist-r"":true,""third-rear-headrest"":true}",бензин,https://autoru.naydex.net/uAu8Tk450/04d75bD5/-ZIcFFlnjCmyBAga2Ga8oRg0iF73fKV963cpivedcymvJmJn7oYou1omMDXBu0uS3KgxB0IFnYCo3CNdXuogbc3zOBSthkx4tzDNPpkyPEEZVXyrc2nQCW4S7J6wnvFq-dWBxYzle31rV5BBwH9_RKpZV1MGQvy0r0vRinveYrpg#DSD,,2006.0,"{""code"":""CR_V"",""name"":""CR-V"",""ru_name"":""CR-V"",""morphology"":{""gender"":""FEMININE""}",CR_V,2.0 AT (150 л.с.) 4WD,5.0,1607953035.0,777000.0,RUB,2008,1101414008,"{""id"":""2306830"",""name"":""III"",""ru_name"":""3"",""year_from"":2006,""year_to"":2009,""price_segment"":""MEDIUM""}",ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,JAPANESE,2 владельца,2 года и 2 месяца,Оригинал,полный,Левый,Не требует ремонта,Растаможен
компактвэн,HONDA,https://auto.ru/cars/used/sale/honda/odyssey/1096253538-f1f04c18/,фиолетовый,"{""id"":""0""}","Автомобиль не давно в Санкт-Петербурге.Пригнали с юга,не гнилой.Комплектация максимальная.Сигналка тамагавк с автозапуском.Вложений не требуеться,сел и поехал.Не давно поменял кпп и ремни грм.Возможен обмен.",2.3 LTR,150 N12,{},бензин,https://avatars.mds.yandex.net/get-autoru-vos/1552469/145e565ae1eabf749b7269c5ab8d6b71/320x240,:326000,1999.0,"{""code"":""ODYSSEY"",""name"":""Odyssey"",""ru_name"":""Одисей"",""morphology"":{}",ODYSSEY,2.3 AT (150 л.с.),5.0,1607953036.0,440000.0,RUB,2002,1096253538,"{""id"":""3483492"",""name"":""II"",""ru_name"":""2"",""year_from"":1999,""year_to"":2003,""price_segment"":""MEDIUM""}",COMPACTVAN AUTOMATIC 2.3,автоматическая,JAPANESE,3 или более,,Оригинал,передний,Правый,Не требует ремонта,Растаможен
компактвэн,HONDA,https://auto.ru/cars/used/sale/honda/stream/1101805514-56cba676/,чёрный,"{""id"":""0""}","Прошёл все ТО. Кузов в хорошем состоянии . Полный комплект ключей и документов. Куплен с аукциона Японии . Оригинальный ПТС с 2013г. Авто в хорошем состоянии , ухоженное, не нуждается ни в каком ремонте.При хорошей эксплуатации прослужит еще достаточно долго.
Просьба перекупщикам и аферистам предлагающим предоплату НЕ ЗВОНИТЬ. Разговор о продаже только после визуального осмотра авто.",1.8 LTR,140 N12,"{""asr"":true,""tinted-glass"":true,""airbag-driver"":true,""aux"":true,""light-sensor"":true,""xenon"":true,""audiosystem-tv"":true,""airbag-passenger"":true,""front-centre-armrest"":true,""vsm"":true,""seat-transformation"":true,""bas"":true,""lock"":true,""rear-camera"":true,""dha"":true,""servo"":true,""electro-mirrors"":true,""activ-suspension"":true,""airbag-rear-side"":true,""feedback-alarm"":true,""reduce-spare-wheel"":true,""rain-sensor"":true,""airbag-side"":true,""volume-sensor"":true,""body-mouldings"":true,""dark-interior"":true,""folding-front-passenger-seat"":true,""combo-interior"":true,""electronic-gage-panel"":true,""driver-seat-updown"":true,""abs"":true,""bluetooth"":true,""power-child-locks-rear-doors"":true,""wheel-configuration1"":true,""third-row-seats"":true,""climate-control-1"":true,""auto-mirrors"":true,""12v-socket"":true,""third-rear-headrest"":true}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/4476899/5f31ba603383a25a3345fdd77dbe7e4a/320x240,:295000,2009.0,"{""code"":""STREAM"",""name"":""Stream"",""ru_name"":""Стрим"",""morphology"":{}",STREAM,1.8 AT (140 л.с.),5.0,1607953038.0,560000.0,RUB,2009,1101805514,"{""id"":""6312700"",""name"":""II Рестайлинг"",""ru_name"":""2 Рестайлинг"",""year_from"":2009,""year_to"":2014,""price_segment"":""MEDIUM""}",COMPACTVAN AUTOMATIC 1.8,автоматическая,JAPANESE,1 владелец,7 лет и 6 месяцев,Оригинал,передний,Правый,Не требует ремонта,Растаможен
седан,HONDA,https://auto.ru/cars/used/sale/honda/civic/1098936404-68f249dd/,пурпурный,"{""id"":""0""}",хороший автомобиль.мотор и коробка без проблем.на рейку установлена втулка.валы без выработки.днище и пороги целые.возможен торг.обмен на авто на акпп.расмотрю варианты.хорошим людям отдам зимнюю резину на оригинальном литье.,1.8 LTR,140 N12,"{""engine-proof"":true,""cruise-control"":true,""esp"":true,""airbag-driver"":true,""electro-window-front"":true,""passenger-seat-updown"":true,""airbag-passenger"":true,""front-centre-armrest"":true,""computer"":true,""lock"":true,""servo"":true,""electro-mirrors"":true,""electro-window-back"":true,""airbag-rear-side"":true,""alloy-wheel-disks"":true,""16-inch-wheels"":true,""airbag-side"":true,""mirrors-heat"":true,""velvet-seats"":true,""abs"":true,""front-seats-heat"":true,""wheel-leather"":true,""wheel-configuration2"":true,""wheel-configuration1"":true,""climate-control-1"":true}",бензин,https://autoru.naydex.net/uAu8Tk450/04d75bD5/-ZIcFFlnjCmyBAga2Ga8oRg0iF73fKV963cpivedcymvJmJn7oYou1omMDXBu0tyDNhRJ0I1vbDYnDZ4XqoAXS32eAGo5ux4h5B9K5wCaXQMBeyLo2nQCW4S7J6wnvFq-dWBxYzle31rV5BBwH9_RKpZV1MGQvy0r0vRinveYrpg#DSD,:230000,2005.0,"{""code"":""CIVIC"",""name"":""Civic"",""ru_name"":""Цивик"",""morphology"":{}",CIVIC,1.8 MT (140 л.с.),4.0,1607953039.0,320000.0,RUB,2007,1098936404,"{""id"":""2306765"",""name"":""VIII"",""ru_name"":""8"",""year_from"":2005,""year_to"":2008,""price_segment"":""MEDIUM""}",SEDAN MECHANICAL 1.8,механическая,JAPANESE,3 или более,,Оригинал,передний,Левый,Не требует ремонта,Растаможен
внедорожник 5 дв.,HONDA,https://auto.ru/cars/used/sale/honda/cr_v/1092368702-1d8aa70f/,серый,"{""id"":""0""}","Продаю неспешно свой автомобиль. Владею им с 2014 года. Автомобиль был в родной краске (недавно забрал с покраски, так как были сколы и на левой задней двери жуки пошли, фото выложу чуть позже, сейчас стоят старые фотографии до покраски), без ДТП, езжу каждый день. Двигатель работает хорошо, автомат отлично переключает без рывков и толчков. Летом перебрана была подвеска, стоят новые амортизаторы с пружинами. Стоит новое лобовое стекло. Сигнализация с обратной связью и автозапуском. 2-х диновая магнитола (читает все форматы аудио и видео) с тремя навигаторами (яндекс, навител и ситигид). Разумный торг. Перекупам не звонить, на площадки не поставлю и на смс не отвечаю. Все вопросы по телефону. ",2.0 LTR,158 N12,"{""asr"":true,""alloy-wheel-disks"":true,""tinted-glass"":true,""ptf"":true,""feedback-alarm"":true,""isofix"":true,""usb"":true,""aux"":true,""multi-wheel"":true,""spare-wheel"":true,""turnbuckle"":true,""combo-interior"":true,""driver-seat-updown"":true,""navigation"":true,""abs"":true,""bluetooth"":true,""wheel-leather"":true,""wheel-power"":true,""immo"":true,""lock"":true,""climate-control-1"":true,""electro-mirrors"":true,""15-inch-wheels"":true}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/2078183/d14293496e09f356a4f2d5ff7a6250ed/320x240,:258000,2001.0,"{""code"":""CR_V"",""name"":""CR-V"",""ru_name"":""CR-V"",""morphology"":{""gender"":""FEMININE""}",CR_V,2.0 AT (158 л.с.) 4WD,5.0,1607953041.0,450000.0,RUB,2002,1092368702,"{""id"":""3483484"",""name"":""II"",""ru_name"":""2"",""year_from"":2001,""year_to"":2004,""price_segment"":""MEDIUM""}",ALLROAD_5_DOORS AUTOMATIC 2.0,автоматическая,JAPANESE,3 или более,6 лет и 3 месяца,Дубликат,полный,Правый,Не требует ремонта,Растаможен
седан,HONDA,https://auto.ru/cars/used/sale/honda/civic/1097812414-35376a98/,чёрный,"{""id"":""0""}",Вопросы по телефону,1.8 LTR,140 N12,{},бензин,https://avatars.mds.yandex.net/get-verba/216201/2a000001609d356041df31b8abb4d1e5ec4c/wizardv3mr,:186700,2005.0,"{""code"":""CIVIC"",""name"":""Civic"",""ru_name"":""Цивик"",""morphology"":{}",CIVIC,1.8 MT (140 л.с.),4.0,1607953042.0,360000.0,RUB,2007,1097812414,"{""id"":""2306765"",""name"":""VIII"",""ru_name"":""8"",""year_from"":2005,""year_to"":2008,""price_segment"":""MEDIUM""}",SEDAN MECHANICAL 1.8,механическая,JAPANESE,3 или более,,Оригинал,передний,Левый,Не требует ремонта,Растаможен
внедорожник 5 дв.,HONDA,https://auto.ru/cars/used/sale/honda/hr_v/1086965213-e887f52a/,чёрный,"{""id"":""0""}",Машина в хорошем состоянии.Остальное по телефону.,1.6 LTR,105 N12,{},бензин,https://avatars.mds.yandex.net/get-verba/787013/2a000001609d1145160bc29d49db2462e5de/wizardv3mr,:330000,2001.0,"{""code"":""HR_V"",""name"":""HR-V"",""ru_name"":""HR-V"",""morphology"":{""gender"":""FEMININE""}",HR_V,1.6 MT (105 л.с.),5.0,1607953044.0,345000.0,RUB,2001,1086965213,"{""id"":""4927739"",""name"":""I Рестайлинг"",""ru_name"":""1 Рестайлинг"",""year_from"":2001,""year_to"":2006,""price_segment"":""MEDIUM""}",ALLROAD_5_DOORS MECHANICAL 1.6,механическая,JAPANESE,3 или более,,Оригинал,передний,Левый,Не требует ремонта,Растаможен
